标题,总价,单价,面积,户型,楼层,建成年份,小区,区域,标签,链接,关注人数,发布时间
"正看中庭，视野无遮挡，住家安静，次新小区，","248万","16,000元/平","155平米","4室2厅","中楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106112349049.html","1人关注","2年前发布"
"金科顶楼洋房 出行方便 带露台 内圈位置 视野好","230万","15,541元/平","148平米","4室2厅","高楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR房源;随时看房","https://cq.ke.com/ershoufang/106112245383.html","23人关注","2年前发布"
"金科洋房清水四房，朝南，前面没有遮挡，采光好，安静","350万","22,454元/平","155.88平米","4室1厅","中楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","VR房源;随时看房","https://cq.ke.com/ershoufang/106112237267.html","3人关注","2年前发布"
"金科洋房小区.次新盘，金科品质，安保24小时值守，","262万","16,847元/平","155.52平米","4室2厅","低楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106111795818.html","18人关注","3年前发布"
"金科天元道精装4房 朝东 安静住家","177万","13,793元/平","128.33平米","4室2厅","低楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修","https://cq.ke.com/ershoufang/106110908519.html","4人关注","3年前发布"
"户型方正，中间楼层，视野采光好！","285万","17,642元/平","161.55平米","4室2厅","低楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110805595.html","1人关注","3年前发布"
"大竹林金科洋房 内圈位置 价格带1个电梯口的车位","210万","17,074元/平","123平米","4室2厅","中楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满两年;VR房源;随时看房","https://cq.ke.com/ershoufang/106110790741.html","6人关注","3年前发布"
"出则繁华，入则宁静，纯洋房社区，住家有品质。","210万","15,790元/平","133平米","4室2厅","低楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110622762.html","8人关注","3年前发布"
"金科品质小区，洋房高层一个小区， 户型采光比较好","160万","12,500元/平","128平米","4室1厅","低楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110406610.html","56人关注","3年前发布"
"金科物业，四房双卫近轻轨低楼层正朝南居家安静","169万","13,244元/平","127.61平米","4室2厅","低楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110159913.html","16人关注","3年前发布"
"金科近轻轨品质洋房，中庭清水四房，采光好，户型通透","248万","17,224元/平","143.99平米","4室2厅","中楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110058550.html","26人关注","3年前发布"
"户型方正，清水四房，朝中庭，采光好，安静。","265万","16,845元/平","157.32平米","4室2厅","低楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106109925924.html","5人关注","3年前发布"
"金科品质洋房  户型不错  业主诚心","249万","20,261元/平","122.9平米","4室2厅","中楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106108739273.html","4人关注","4年前发布"
"户型方正，清水四房，朝中庭，没遮挡，采光好，安静。","183万","14,341元/平","127.61平米","4室2厅","中楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106108692289.html","38人关注","4年前发布"
"品质洋房小区，小区环境优美，绿化好，住家安静","175万","13,637元/平","128.33平米","4室2厅","低楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106108571018.html","8人关注","4年前发布"
"金科品质小区，此房是标准的四房户型， 户型采光不错","180万","14,083元/平","127.82平米","4室2厅","低楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106108410306.html","26人关注","4年前发布"
"金科天元道砚北B区7幢房屋的介绍","260万","16,150元/平","161平米","4室2厅","低楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106108054320.html","1人关注","4年前发布"
"带露台清水四房 户型方正 采光充足","260万","16,274元/平","159.77平米","4室2厅","高楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106107833869.html","29人关注","4年前发布"
"正看大中庭，安静宜居，视野开阔，无遮挡","245万","16,001元/平","153.12平米","4室2厅","中楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106107829692.html","0人关注","4年前发布"
"金科天元道砚北B区  4室2厅 轻轨6号线大竹林站","155万","12,146元/平","127.62平米","4室2厅","高楼层                                     (共33层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106107359456.html","36人关注","4年前发布"
"户型方正，清水房装修随意，中间楼层采光好。","230万","14,871元/平","154.67平米","4室2厅","中楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106107200932.html","2人关注","4年前发布"
"大竹林金科天元道gao层价格买洋房，业主急卖","205万","16,533元/平","124平米","4室1厅","高楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106107165704.html","6人关注","4年前发布"
"正规清水四房 户型方正 楼层采光好","185万","14,800元/平","125平米","4室1厅","中楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106107165665.html","11人关注","4年前发布"
"金科天元道砚北B组团5室2厅1厨1卫","247万","15,807元/平","156.26平米","4室2厅","中楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;满两年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106106790789.html","19人关注","4年前发布"
"金科品质小区，此房是清水， 户型采光不错","210万","16,407元/平","128平米","4室2厅","高楼层                                     (共28层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106106646729.html","7人关注","4年前发布"
"金科品质小区，24小时的安保，小区环境优美","210万","17,011元/平","123.45平米","4室2厅","高楼层                                     (共8层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106106431644.html","11人关注","4年前发布"
"金科天元砚北B组团3室156.41㎡","350万","22,378元/平","156.41平米","5室2厅","低楼层                                     (共11层)","2019年","金科天元道砚北B区","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106106276674.html","1人关注","4年前发布"
